"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] IS_4X_pos_091622_032,[Mass] sample_1_4X_pos_091622_015,[Mass] sample_10_4X_pos_091622_026,[Mass] sample_11_4X_pos_091622_027,[Mass] sample_12_4X_pos_091622_028,[Mass] sample_13_4X_pos_091622_029,[Mass] sample_2_4X_pos_091622_016,[Mass] sample_3_4X_pos_091622_017,[Mass] sample_4_4X_pos_091622_018,[Mass] sample_5_4X_pos_091622_019,[Mass] sample_6_4X_pos_091622_020,[Mass] sample_7_4X_pos_091622_023,[Mass] sample_8_4X_pos_091622_024,[Mass] sample_9_4X_pos_091622_025,[RT] IS_4X_pos_091622_032,[RT] sample_1_4X_pos_091622_015,[RT] sample_10_4X_pos_091622_026,[RT] sample_11_4X_pos_091622_027,[RT] sample_12_4X_pos_091622_028,[RT] sample_13_4X_pos_091622_029,[RT] sample_2_4X_pos_091622_016,[RT] sample_3_4X_pos_091622_017,[RT] sample_4_4X_pos_091622_018,[RT] sample_5_4X_pos_091622_019,[RT] sample_6_4X_pos_091622_020,[RT] sample_7_4X_pos_091622_023,[RT] sample_8_4X_pos_091622_024,[RT] sample_9_4X_pos_091622_025,[Height] IS_4X_pos_091622_032,[Height] sample_1_4X_pos_091622_015,[Height] sample_10_4X_pos_091622_026,[Height] sample_11_4X_pos_091622_027,[Height] sample_12_4X_pos_091622_028,[Height] sample_13_4X_pos_091622_029,[Height] sample_2_4X_pos_091622_016,[Height] sample_3_4X_pos_091622_017,[Height] sample_4_4X_pos_091622_018,[Height] sample_5_4X_pos_091622_019,[Height] sample_6_4X_pos_091622_020,[Height] sample_7_4X_pos_091622_023,[Height] sample_8_4X_pos_091622_024,[Height] sample_9_4X_pos_091622_025,[Score (MFE)] IS_4X_pos_091622_032,[Score (MFE)] sample_1_4X_pos_091622_015,[Score (MFE)] sample_10_4X_pos_091622_026,[Score (MFE)] sample_11_4X_pos_091622_027,[Score (MFE)] sample_12_4X_pos_091622_028,[Score (MFE)] sample_13_4X_pos_091622_029,[Score (MFE)] sample_2_4X_pos_091622_016,[Score (MFE)] sample_3_4X_pos_091622_017,[Score (MFE)] sample_4_4X_pos_091622_018,[Score (MFE)] sample_5_4X_pos_091622_019,[Score (MFE)] sample_6_4X_pos_091622_020,[Score (MFE)] sample_7_4X_pos_091622_023,[Score (MFE)] sample_8_4X_pos_091622_024,[Score (MFE)] sample_9_4X_pos_091622_025,[Score (Tgt)] IS_4X_pos_091622_032,[Score (Tgt)] sample_1_4X_pos_091622_015,[Score (Tgt)] sample_10_4X_pos_091622_026,[Score (Tgt)] sample_11_4X_pos_091622_027,[Score (Tgt)] sample_12_4X_pos_091622_028,[Score (Tgt)] sample_13_4X_pos_091622_029,[Score (Tgt)] sample_2_4X_pos_091622_016,[Score (Tgt)] sample_3_4X_pos_091622_017,[Score (Tgt)] sample_4_4X_pos_091622_018,[Score (Tgt)] sample_5_4X_pos_091622_019,[Score (Tgt)] sample_6_4X_pos_091622_020,[Score (Tgt)] sample_7_4X_pos_091622_023,[Score (Tgt)] sample_8_4X_pos_091622_024,[Score (Tgt)] sample_9_4X_pos_091622_025,[Ions] IS_4X_pos_091622_032,[Ions] sample_1_4X_pos_091622_015,[Ions] sample_10_4X_pos_091622_026,[Ions] sample_11_4X_pos_091622_027,[Ions] sample_12_4X_pos_091622_028,[Ions] sample_13_4X_pos_091622_029,[Ions] sample_2_4X_pos_091622_016,[Ions] sample_3_4X_pos_091622_017,[Ions] sample_4_4X_pos_091622_018,[Ions] sample_5_4X_pos_091622_019,[Ions] sample_6_4X_pos_091622_020,[Ions] sample_7_4X_pos_091622_023,[Ions] sample_8_4X_pos_091622_024,[Ions] sample_9_4X_pos_091622_025,
DG 18:1_18:2,C39 H70 O5,618.5217,0.68,0,9.23,0.064,17612,13,1,94.2,5.2,7,13,,618.5216,618.5214,618.5219,618.5221,618.5223,618.5214,618.5217,618.5227,618.5216,618.5216,618.5218,618.5213,618.5213,,9.222,9.213,9.221,9.226,9.270,9.230,9.230,9.207,9.221,9.246,9.208,9.228,9.229,,27455,18972,18380,15515,11777,20136,16124,16399,16901,19473,18198,18505,11129,,,,,,,,,,,,,,,,86.97,79.91,85.32,81.58,94.18,89.94,90.16,80.50,87.88,90.20,80.98,86.12,88.93,,13,9,8,9,7,10,9,7,10,10,9,9,8,
Cer_NS d18:1_17:0,C35 H69 N O3,551.5271,1.00,0,8.96,0.105,19593,14,0,97.7,5.3,8,14,551.5253,551.5269,551.5272,551.5270,551.5273,551.5270,551.5269,551.5275,551.5274,551.5273,551.5272,551.5275,551.5273,551.5271,8.922,8.938,8.979,8.981,8.969,8.897,9.001,8.940,8.933,8.987,8.967,8.990,8.905,8.950,1582,22964,22479,20154,18759,12565,27797,19847,19200,21688,23466,20605,24916,18286,,,,,,,,,,,,,,,79.86,97.26,93.61,97.68,95.86,88.45,93.46,95.77,97.14,96.35,97.03,95.28,88.59,96.83,8,11,13,12,13,14,12,14,12,12,11,12,13,12,
BMP 16:1_22:6,C44 H73 O10 P,792.4931,0.58,0,5.40,0.047,20005,13,1,98.8,3.7,10,15,,792.4928,792.4929,792.4925,792.4936,792.4933,792.4934,792.4930,792.4935,792.4927,792.4940,792.4929,792.4935,792.4925,,5.419,5.400,5.389,5.422,5.405,5.405,5.375,5.380,5.393,5.403,5.401,5.400,5.411,,20527,22560,19483,21399,10256,23312,18913,21232,17961,22631,19607,23803,18390,,,,,,,,,,,,,,,,94.58,89.72,92.85,96.34,87.37,94.41,90.07,94.83,90.32,95.21,97.92,98.81,96.79,,13,12,12,12,10,15,12,13,12,13,13,13,13,
PC 43:2,C51 H98 N O8 P,883.7024,0.62,0,11.21,0.053,27452,7,7,83.7,5.2,9,12,,883.7028,883.7019,,,883.7015,883.7025,,883.7022,883.7032,883.7025,,,,,11.230,11.200,,,11.206,11.243,,11.210,11.201,11.253,,,,,30415,23871,,,12263,33350,,24807,33691,33773,,,,,,,,,,,,,,,,,,,80.93,75.38,,,73.20,75.45,,74.04,80.43,83.65,,,,,10,12,,,9,10,,10,12,12,,,,
CL 70:6,C79 H142 O17 P2,1424.9700,0.41,0,13.17,0.076,28040,13,1,98.2,8.1,12,17,,1424.9696,1424.9699,1424.9697,1424.9690,1424.9693,1424.9706,1424.9696,1424.9699,1424.9709,1424.9706,1424.9698,1424.9706,1424.9702,,13.192,13.159,13.187,13.225,13.149,13.174,13.189,13.149,13.155,13.167,13.164,13.207,13.214,,28902,29457,25747,30345,11844,45689,24433,29519,28856,37409,25234,29478,17620,,,,,,,,,,,,,,,,93.23,88.34,93.82,96.34,68.95,93.88,93.36,87.23,89.69,88.89,91.42,98.23,96.08,,14,14,14,15,13,12,15,17,15,14,16,16,13,
Cer_NS d18:1_16:0,C34 H67 N O3,537.5116,0.92,0,7.82,0.126,13874,13,1,98.7,5.2,6,11,537.5132,537.5112,537.5113,537.5114,537.5118,537.5118,537.5114,537.5117,537.5116,537.5117,537.5115,,537.5115,537.5113,7.919,7.828,7.823,7.821,7.820,7.792,7.807,7.796,7.862,7.810,7.823,,7.822,7.806,3917,11950,16260,13661,13029,8084,21938,14188,13918,14313,20010,,15373,13723,,,,,,,,,,,,,,,80.04,97.54,93.61,97.91,97.84,92.87,97.41,93.60,97.17,95.87,97.95,,98.68,94.60,6,9,9,11,10,10,9,9,8,8,10,,9,9,
HexCer_NS d18:2_16:0,C40 H75 N O8,697.5479,0.89,0,7.06,0.054,125933,14,0,93.2,4.4,6,18,697.5484,697.5481,697.5482,697.5474,697.5478,697.5461,697.5485,697.5477,697.5483,697.5479,697.5483,697.5482,697.5481,697.5474,7.056,7.075,7.053,7.050,7.073,7.079,7.076,7.037,7.064,7.062,7.091,7.059,7.052,7.069,10054,140549,149703,118767,121961,50446,198893,122897,123461,139825,191423,136053,148745,110287,,,,,,,,,,,,,,,84.49,80.70,88.76,93.23,89.25,86.39,81.14,89.72,88.14,88.58,82.40,90.56,91.26,85.07,6,16,16,14,18,14,15,15,15,15,16,14,15,15,
Cer_NS d18:1_20:0,C38 H75 N O3,593.5740,0.40,0,10.37,0.047,17368,13,1,97.9,1.2,8,13,,593.5743,593.5738,593.5739,593.5739,593.5742,593.5738,593.5741,593.5740,593.5740,593.5741,593.5744,593.5738,593.5736,,10.371,10.385,10.369,10.370,10.358,10.373,10.346,10.378,10.393,10.389,10.380,10.372,10.362,,20047,21145,18313,17478,7694,20368,15585,16375,17441,19289,15773,19923,16356,,,,,,,,,,,,,,,,96.18,95.11,96.18,96.84,93.99,97.91,96.38,97.29,95.76,95.88,95.49,97.00,97.93,,10,9,10,10,10,13,8,10,10,9,10,12,11,
PE 35:3,C40 H74 N O8 P,727.5139,0.54,0,7.99,0.032,752367,13,1,88.7,7.9,5,8,,727.5140,727.5134,727.5138,727.5148,727.5142,727.5137,727.5138,727.5145,727.5136,727.5140,727.5137,727.5135,727.5136,,7.984,8.002,7.977,7.976,7.982,7.991,7.991,8.002,7.988,7.996,8.008,7.995,8.007,,856394,824071,659677,694616,262091,1118390,641363,711969,767352,1064792,806974,777490,595602,,,,,,,,,,,,,,,,75.57,88.72,86.28,73.05,72.12,85.95,88.52,77.80,84.88,88.18,77.78,74.56,86.32,,6,8,8,7,8,7,7,5,8,8,7,6,7,
CE 16:1,C43 H74 O2,622.5682,0.77,0,13.96,0.124,10083,14,0,97.1,13.3,3,9,622.5696,622.5682,622.5680,622.5676,622.5677,622.5682,622.5680,622.5687,622.5680,622.5681,622.5684,622.5682,622.5682,622.5679,13.867,13.949,13.969,13.926,13.930,13.966,13.975,13.966,13.976,13.943,13.957,13.985,13.934,13.991,1418,13384,12488,9492,10696,4059,11649,9111,11165,11576,11880,11043,13384,9826,,,,,,,,,,,,,,,49.56,97.12,91.08,90.70,91.61,89.96,93.25,96.20,97.09,96.88,96.26,91.57,90.57,94.30,3,7,9,6,7,5,6,6,7,6,8,7,6,8,
TG 46:0,C49 H94 O6,778.7042,0.18,0,14.15,0.035,35655,13,1,98.6,1.7,7,9,,778.7041,778.7042,778.7042,778.7040,778.7040,778.7042,778.7041,778.7043,778.7044,778.7045,778.7042,778.7043,778.7042,,14.162,14.136,14.145,14.149,14.162,14.165,14.145,14.150,14.150,14.147,14.147,14.146,14.130,,38370,41562,31061,35855,15470,42068,38170,30154,42413,43244,38328,37560,29266,,,,,,,,,,,,,,,,98.08,97.50,97.67,98.15,92.41,97.64,97.72,98.28,98.33,98.56,97.06,98.58,96.14,,9,8,8,8,7,8,8,9,8,7,9,8,9,
SM d41:0,C46 H95 N2 O6 P,802.6920,0.93,0,11.10,0.094,10305,14,0,98.2,18.9,1,11,802.6906,802.6919,802.6917,802.6918,802.6927,802.6934,802.6930,802.6915,802.6919,802.6926,802.6922,802.6913,802.6914,802.6917,11.094,11.052,11.049,11.116,11.135,11.061,11.120,11.105,11.093,11.090,11.102,11.116,11.130,11.143,3596,11433,11754,11311,8422,5727,13923,9850,14172,10854,11027,9696,11941,10573,,,,,,,,,,,,,,,42.61,94.16,79.14,89.34,72.39,62.00,98.17,90.41,97.50,91.79,94.35,96.31,96.29,88.76,1,10,7,9,8,7,10,9,9,9,9,11,11,8,
PG 17:1_18:1,C41 H77 O10 P,760.5233,2.03,0,7.53,0.075,806564,13,1,92.3,16.9,3,15,,760.5215,760.5242,760.5249,760.5228,760.5249,760.5240,760.5237,760.5238,760.5208,760.5243,760.5240,760.5236,760.5200,,7.505,7.533,7.475,7.497,7.536,7.539,7.517,7.550,7.531,7.499,7.489,7.543,7.538,,886816,827190,481687,681883,396297,1123297,766988,879635,1012367,980279,722676,909665,816560,,,,,,,,,,,,,,,,69.03,60.07,77.33,73.26,64.19,56.17,56.87,52.53,60.15,92.34,77.88,59.65,63.74,,8,5,12,11,8,3,7,6,8,15,9,5,8,
TG 53:1,C56 H106 O6,874.7984,0.44,0,14.59,0.025,51026,13,1,95.8,3.8,9,13,,874.7984,874.7984,874.7984,874.7979,874.7986,874.7984,874.7980,874.7993,874.7987,874.7987,874.7980,874.7982,874.7981,,14.583,14.606,14.601,14.603,14.598,14.581,14.588,14.592,14.592,14.591,14.600,14.589,14.600,,56141,49848,50745,38636,24192,27457,63342,50792,65340,71267,62579,61777,41227,,,,,,,,,,,,,,,,85.05,87.77,93.09,91.79,85.97,89.95,91.91,86.64,92.13,88.48,95.78,88.67,95.24,,12,10,11,9,11,9,11,10,10,10,10,12,13,
DG 26:0_18:1,C47 H90 O5,734.6775,2.26,0,13.61,0.079,10803,14,0,96.5,15.4,2,9,734.6720,734.6786,734.6783,734.6775,734.6778,734.6768,734.6785,734.6777,734.6776,734.6781,734.6779,734.6784,734.6784,734.6773,13.549,13.624,13.617,13.551,13.628,13.613,13.616,13.597,13.568,13.619,13.615,13.589,13.592,13.600,2009,12743,13303,10626,10394,5222,14126,9818,10327,14774,14553,12011,10944,10398,,,,,,,,,,,,,,,41.93,89.63,84.07,93.55,88.65,86.22,91.97,96.50,88.40,93.16,94.93,89.51,86.24,88.82,2,8,8,7,7,8,9,7,7,8,8,8,9,9,
ACar 16:0,C23 H45 N O4,399.3345,1.85,0,2.50,0.124,22928,14,0,84.7,12.9,3,5,399.3342,399.3348,399.3336,399.3341,399.3344,399.3345,399.3353,399.3359,399.3355,399.3341,399.3335,399.3345,399.3353,399.3338,2.602,2.515,2.478,2.499,2.491,2.493,2.517,2.509,2.519,2.515,2.491,2.493,2.506,2.487,1887,26603,23952,20855,18012,27882,31731,19690,27769,25336,28603,20058,29229,19396,,,,,,,,,,,,,,,47.61,84.03,74.80,66.68,77.76,74.21,84.67,76.01,72.91,77.54,80.09,67.68,84.36,80.58,3,5,5,4,4,4,5,5,5,5,5,4,5,4,
LPC 22:0/0:0,C30 H62 N O7 P,579.4258,0.59,0,5.23,0.065,7615,13,1,99.4,9.2,4,7,,579.4259,579.4263,579.4258,579.4257,579.4256,579.4256,579.4254,579.4260,579.4262,579.4256,579.4264,579.4259,579.4253,,5.252,5.261,5.216,5.255,5.216,5.248,5.213,5.268,5.203,5.246,5.211,5.205,5.227,,9526,8536,7382,7911,3652,8892,6681,8334,7575,9586,7805,6985,6142,,,,,,,,,,,,,,,,99.42,84.64,92.13,93.21,70.66,97.78,91.80,91.80,92.28,75.19,92.86,87.15,90.80,,5,6,7,5,7,7,5,5,6,4,7,7,6,
PC 46:6,C54 H96 N O8 P,917.6861,0.78,0,10.16,0.069,10764,13,1,96.0,3.4,10,16,,917.6861,917.6857,917.6863,917.6843,917.6857,917.6861,917.6869,917.6854,917.6870,917.6860,917.6863,917.6869,917.6862,,10.148,10.162,10.152,10.163,10.196,10.155,10.167,10.166,10.175,10.127,10.190,10.137,10.183,,11736,12093,9308,9004,7350,11094,9895,10859,11337,12090,12447,12755,9964,,,,,,,,,,,,,,,,94.49,90.49,89.10,86.54,88.03,95.59,96.00,89.95,90.58,88.51,92.88,93.90,94.14,,11,15,13,14,10,16,13,14,10,15,13,14,13,
CL 66:2,C75 H142 O17 P2,1376.9697,1.22,0,14.03,0.127,28712,14,0,97.5,10.6,3,16,1376.9642,1376.9704,1376.9709,1376.9704,1376.9705,1376.9684,1376.9705,1376.9699,1376.9702,1376.9702,1376.9699,1376.9705,1376.9700,1376.9697,14.106,14.050,14.036,14.033,14.031,14.005,14.036,14.022,14.049,14.021,14.024,14.019,13.978,14.047,1776,39137,32344,30546,28149,11620,34985,34909,25149,34532,35519,33776,25851,33679,,,,,,,,,,,,,,,60.06,97.55,96.67,95.53,94.60,89.22,96.24,95.61,86.36,96.42,94.57,90.44,87.53,96.50,3,12,13,12,13,11,16,13,12,14,14,14,14,13,
HexCer_NS d18:1_18:0,C42 H81 N O8,727.5983,1.19,0,8.75,0.065,89282,5,9,95.2,7.6,8,10,,,727.5982,727.5973,727.5981,,,,,727.5979,,,727.5997,,,,8.744,8.753,8.785,,,,,8.747,,,8.720,,,,85020,79714,74435,,,,,91728,,,115513,,,,,,,,,,,,,,,,,,92.90,95.20,91.91,,,,,94.63,,,78.50,,,,10,10,8,,,,,9,,,8,,
PC 34:5,C42 H74 N O8 P,751.5140,0.97,0,5.98,0.062,11889,11,3,96.4,6.7,5,10,,751.5146,751.5146,751.5144,751.5142,,751.5138,751.5123,751.5134,,751.5145,751.5139,751.5148,751.5137,,5.988,5.947,5.966,5.985,,5.981,6.005,5.943,,5.984,5.953,5.986,5.986,,11234,10589,11114,10289,,13254,13466,12208,,13253,15245,11067,9064,,,,,,,,,,,,,,,,90.16,91.55,86.65,91.33,,81.28,77.04,91.25,,86.61,96.43,79.47,88.36,,9,9,7,9,,8,5,10,,9,9,6,7,
PC 44:0,C52 H104 N O8 P,901.7493,0.98,0,13.14,0.079,10175,9,5,92.4,8.7,6,11,,901.7480,901.7490,901.7495,901.7497,,901.7489,901.7486,,,901.7510,901.7502,901.7490,,,13.148,13.136,13.148,13.113,,13.157,13.127,,,13.078,13.148,13.140,,,10519,9540,8136,7928,,12058,10312,,,9815,12466,10801,,,,,,,,,,,,,,,,,75.77,85.34,83.62,90.50,,75.48,90.13,,,92.41,72.67,86.27,,,6,10,7,9,,11,9,,,9,9,11,,
Cer_NS d18:1_26:0,C44 H87 N O3,677.6678,0.49,0,12.62,0.086,15980,13,1,97.9,2.5,9,14,,677.6678,677.6677,677.6676,677.6676,677.6677,677.6675,677.6678,677.6677,677.6676,677.6681,677.6684,677.6685,677.6674,,12.638,12.634,12.634,12.649,12.562,12.604,12.630,12.595,12.580,12.625,12.617,12.615,12.605,,17409,15987,15566,15948,8387,21883,17495,13887,14479,18043,18001,15119,15540,,,,,,,,,,,,,,,,95.94,96.67,96.16,95.27,89.27,96.95,93.94,95.94,92.20,95.14,96.34,97.25,97.94,,11,12,12,10,9,11,12,11,12,11,13,9,14,
PC 40:8,C48 H80 N O8 P,829.5604,0.23,0,6.62,0.105,12015,3,11,93.8,14.1,8,10,,,,829.5603,,,829.5606,,,,,,,829.5603,,,,6.620,,,6.517,,,,,,,6.622,,,,7192,,,11286,,,,,,,17569,,,,,,,,,,,,,,,,,,71.34,,,93.77,,,,,,,78.62,,,,10,,,10,,,,,,,8,
SM d42:3,C47 H91 N2 O6 P,810.6596,3.17,0,8.06,0.044,11489,6,8,85.0,10.1,7,8,,,,810.6579,810.6606,810.6578,,,,,,810.6632,810.6616,810.6566,,,,8.039,8.060,8.060,,,,,,8.069,8.079,8.034,,,,9685,12260,10068,,,,,,13215,10874,12836,,,,,,,,,,,,,,,,,,83.49,78.43,84.38,,,,,,64.26,84.98,75.57,,,,8,8,7,,,,,,8,8,8,
LPC 0:0/20:1,C28 H56 N O7 P,549.3794,1.39,0,3.58,0.033,4233,9,5,96.7,12.0,3,7,549.3800,549.3790,,,,,549.3787,549.3806,549.3796,549.3787,549.3788,549.3804,,549.3788,3.593,3.568,,,,,3.589,3.596,3.583,3.574,3.563,3.575,,3.592,1396,3250,,,,,4163,4455,4654,5267,6296,4365,,4252,,,,,,,,,,,,,,,62.99,80.27,,,,,96.72,95.58,88.62,84.41,92.93,92.08,,90.25,3,6,,,,,4,7,5,5,4,7,,6,
BMP 18:2_22:6,C46 H75 O10 P,818.5086,0.70,0,5.60,0.084,11830,12,2,97.1,5.1,12,17,,818.5085,818.5085,818.5084,818.5083,818.5079,818.5083,818.5092,818.5093,818.5077,818.5084,818.5091,818.5096,,,5.592,5.545,5.613,5.628,5.589,5.623,5.620,5.575,5.616,5.587,5.630,5.590,,,12499,12917,13055,11429,5392,17606,12046,12588,9517,15073,10771,9073,,,,,,,,,,,,,,,,,87.36,87.60,93.56,91.67,80.90,97.11,93.48,89.05,96.26,91.05,94.90,88.13,,,14,14,15,14,12,16,12,14,17,15,14,15,,
LPC 22:1/0:0,C30 H60 N O7 P,577.4100,0.80,0,4.43,0.042,5699,10,4,96.1,5.5,4,9,,577.4100,577.4097,577.4089,577.4101,,577.4100,577.4102,,577.4100,577.4099,577.4108,,577.4102,,4.438,4.429,4.405,4.430,,4.427,4.404,,4.433,4.446,4.424,,4.417,,5997,6420,5860,4334,,6090,4713,,5444,6973,5757,,5410,,,,,,,,,,,,,,,,95.83,94.61,83.23,88.74,,89.57,91.93,,90.83,96.08,95.28,,82.22,,5,6,5,6,,9,4,,7,6,6,,7,
HexCer_NS d18:1_20:0,C44 H85 N O8,755.6274,0.74,0,9.66,0.021,23369,7,7,93.8,5.0,10,13,,755.6271,,755.6273,755.6279,755.6283,,755.6273,,,,,755.6266,755.6276,,9.651,,9.656,9.655,9.649,,9.659,,,,,9.669,9.647,,34497,,25317,30741,11839,,22376,,,,,20398,18420,,,,,,,,,,,,,,,,84.56,,90.57,84.09,83.97,,93.79,,,,,93.54,86.50,,10,,11,11,10,,13,,,,,12,12,
PC 3:0_23:0,C34 H68 N O8 P,649.4679,1.05,0,5.57,0.051,5894,8,6,97.2,5.2,6,9,,649.4677,649.4673,,,,649.4675,649.4671,649.4681,649.4681,649.4677,649.4693,,,,5.575,5.573,,,,5.567,5.570,5.608,5.588,5.587,5.557,,,,4691,5146,,,,8525,3756,5626,4490,10251,4668,,,,,,,,,,,,,,,,,,94.53,92.83,,,,97.17,86.05,94.87,95.54,96.15,84.38,,,,8,6,,,,9,6,6,8,6,6,,,
DG 20:0_18:1,C41 H78 O5,650.5842,0.62,0,11.60,0.081,16022,13,1,89.0,7.7,6,10,,650.5841,650.5845,650.5834,650.5845,650.5844,650.5837,650.5844,650.5836,650.5843,650.5847,650.5845,650.5842,650.5840,,11.621,11.562,11.557,11.626,11.596,11.594,11.602,11.590,11.603,11.638,11.607,11.577,11.617,,18495,15923,14013,13724,9969,20025,13910,15182,19270,18715,18608,18472,11989,,,,,,,,,,,,,,,,89.03,67.63,84.63,83.92,84.15,77.80,87.56,85.22,82.05,72.72,85.30,80.44,88.84,,7,7,9,8,6,8,6,8,10,7,7,8,8,
CE 20:1,C47 H82 O2,678.6314,1.17,0,14.60,0.022,7108,13,1,97.9,10.7,6,10,678.6333,678.6313,678.6312,678.6304,678.6314,,678.6309,678.6311,678.6316,678.6304,678.6307,678.6322,678.6318,678.6317,14.606,14.589,14.584,14.589,14.597,,14.598,14.599,14.598,14.592,14.596,14.589,14.589,14.606,2791,6252,8274,6463,6857,,8391,7854,7452,6886,9305,4546,9231,8111,,,,,,,,,,,,,,,67.19,94.70,87.67,95.65,90.47,,94.51,85.64,97.31,81.40,95.09,87.22,97.85,73.61,7,8,10,9,9,,10,7,9,6,9,10,9,8,
TG 15:0_15:0_15:0,C48 H92 O6,764.6887,0.89,0,13.91,0.050,8878,13,1,95.5,6.1,7,10,,764.6902,764.6896,764.6890,764.6880,764.6881,764.6886,764.6884,764.6889,764.6883,764.6886,764.6893,764.6891,764.6878,,13.921,13.902,13.882,13.908,13.927,13.919,13.899,13.932,13.898,13.884,13.896,13.917,13.918,,7726,9936,8388,9551,8675,10425,8608,6954,8188,10222,7794,10714,8243,,,,,,,,,,,,,,,,89.38,76.06,94.81,85.10,90.18,95.54,90.63,93.17,94.40,94.98,89.98,95.42,86.52,,9,7,8,9,10,8,8,8,8,8,9,7,7,
TG 54:5,C57 H100 O6,880.7505,1.08,0,13.72,0.057,10509,6,8,94.3,3.2,8,12,880.7519,880.7498,880.7493,,,880.7514,,880.7504,,,,,880.7504,,13.694,13.730,13.751,,,13.725,,13.709,,,,,13.699,,11959,11483,10904,,,6755,,11114,,,,,10844,,,,,,,,,,,,,,,,88.83,94.31,85.66,,,88.76,,89.94,,,,,91.27,,12,9,9,,,12,,8,,,,,12,,
SM d32:2,C37 H73 N2 O6 P,672.5182,3.26,0,5.66,0.102,9770,14,0,97.2,11.9,4,11,672.5252,672.5172,672.5174,672.5172,672.5174,672.5177,672.5175,672.5185,672.5175,672.5176,672.5171,672.5175,672.5203,672.5167,5.677,5.609,5.674,5.647,5.651,5.645,5.668,5.632,5.631,5.711,5.710,5.652,5.668,5.685,2200,10552,8509,9132,9287,7758,15149,10727,10295,10703,11955,11183,10447,8893,,,,,,,,,,,,,,,58.10,93.77,87.86,85.75,95.91,74.23,85.73,94.54,97.17,82.27,82.62,89.96,93.40,86.80,4,9,8,8,8,8,11,9,9,9,8,8,8,9,
CE 20:5,C47 H74 O2,670.5682,0.65,0,13.18,0.107,8252,13,1,97.8,6.6,5,8,,670.5684,670.5675,670.5683,670.5684,670.5676,670.5678,670.5682,670.5681,670.5687,670.5677,670.5685,670.5684,670.5690,,13.176,13.125,13.153,13.202,13.116,13.185,13.222,13.221,13.116,13.117,13.175,13.151,13.192,,9843,9809,8575,9864,4012,8453,7390,7532,7836,9751,7718,9477,7015,,,,,,,,,,,,,,,,97.83,86.29,90.52,88.01,78.14,97.00,81.27,93.53,87.94,90.14,95.22,95.98,89.10,,7,6,8,8,5,6,7,7,5,6,6,6,6,
DG 16:0_26:0,C45 H88 O5,708.6623,0.85,0,13.61,0.105,6846,13,1,98.5,6.2,5,10,,708.6625,708.6625,708.6623,708.6615,708.6634,708.6619,708.6613,708.6627,708.6627,708.6630,708.6617,708.6622,708.6619,,13.618,13.583,13.590,13.661,13.641,13.594,13.591,13.557,13.619,13.609,13.644,13.615,13.594,,8813,6720,5404,7303,1878,8806,6411,4952,8043,10329,7478,6836,6025,,,,,,,,,,,,,,,,95.41,91.03,86.36,83.44,78.73,94.39,93.98,88.86,87.90,98.46,89.63,85.52,95.07,,7,8,7,7,5,8,8,7,8,10,7,7,8,
PE 40:8,C45 H74 N O8 P,787.5137,2.33,0,6.91,0.044,103572,14,0,80.3,25.3,1,13,787.5081,787.5140,787.5141,787.5145,787.5129,787.5136,787.5157,787.5135,787.5148,787.5146,787.5145,787.5153,787.5142,787.5125,6.884,6.914,6.925,6.922,6.905,6.928,6.925,6.920,6.903,6.911,6.912,6.897,6.924,6.907,1277,126890,115597,102716,84478,38074,174605,94323,106682,111969,163079,123622,112821,93875,,,,,,,,,,,,,,,13.81,79.23,62.14,70.36,58.91,60.43,66.03,80.28,79.95,71.10,77.97,75.69,75.48,72.54,1,9,9,9,8,10,9,10,13,9,11,11,10,10,
LPC 0:0/22:6,C30 H50 N O7 P,567.3318,0.71,0,1.58,0.045,4287,13,1,98.1,11.5,3,6,,567.3326,567.3323,567.3316,567.3316,567.3316,567.3317,567.3314,567.3316,567.3320,567.3318,567.3321,567.3319,567.3311,,1.579,1.599,1.580,1.600,1.595,1.582,1.568,1.582,1.575,1.588,1.580,1.587,1.612,,2685,4607,3567,5128,2466,5308,3227,4168,5084,7316,4823,3929,3428,,,,,,,,,,,,,,,,61.90,90.69,96.53,87.72,78.15,94.40,92.16,98.08,96.62,97.04,95.80,84.03,84.54,,3,4,4,4,4,5,4,5,3,4,6,4,5,
HBMP 18:1_18:1_18:1,C60 H111 O11 P,1038.7851,1.19,0,12.24,0.092,9925,13,1,94.0,6.3,9,16,,1038.7854,1038.7832,1038.7841,1038.7864,1038.7868,1038.7864,1038.7841,1038.7858,1038.7854,1038.7840,1038.7856,1038.7859,1038.7832,,12.208,12.204,12.232,12.280,12.250,12.230,12.261,12.187,12.189,12.246,12.260,12.280,12.237,,11489,11508,10096,9281,5719,5900,10535,7326,12870,12168,11548,10036,10559,,,,,,,,,,,,,,,,86.96,89.93,93.47,77.67,89.66,94.02,87.26,90.24,84.72,91.57,88.01,78.47,79.54,,10,11,14,10,10,14,13,13,12,16,11,12,9,
