log2(FC),log10(p),sig_FDR,diffexpressed,delabel,label,FC,p_val
-0.8124856018071838,2.4014,TRUE,DOWN,PE 18:0_20:4.2,sig,0.5694,251.9997
-1.4158071418902625,2.7956,TRUE,DOWN,PE 18:0_20:5,sig,0.3748,624.5972
-0.2799842649171952,0.9362,FALSE,NO,NA,not,0.8236,8.6338
-0.5638381606855499,1.2196,FALSE,NO,NA,not,0.6765,16.5806
-0.4272073227415709,1.1047,FALSE,NO,NA,not,0.7437,12.7262
0.16838530541475208,0.333,FALSE,NO,NA,not,1.1238,2.1528
-0.46893050727404584,1.599,FALSE,NO,NA,not,0.7225,39.7192
-0.6725425657058466,2.7416,TRUE,DOWN,PE 18:0_22:6.1,sig,0.6274,551.5692
-0.3387976702372901,0.8334,FALSE,NO,NA,not,0.7907,6.814
-0.41407602304139873,0.9259,FALSE,NO,NA,not,0.7505,8.4314
-0.4633502459799658,1.1976,FALSE,NO,NA,not,0.7253,15.7616
-0.032536242089729016,0.0424,FALSE,NO,NA,not,0.9777,1.1026
-0.5240850278218214,1.9984,TRUE,DOWN,NA,sig,0.6954,99.6323
-0.43401295924922895,1.2914,FALSE,NO,NA,not,0.7402,19.5614
0.4460444425960409,1.4744,FALSE,NO,NA,not,1.3623,29.8126
-0.11387911586739226,0.2144,FALSE,NO,NA,not,0.9241,1.6383
-0.5610684580654551,1.5334,FALSE,NO,NA,not,0.6778,34.1507
-1.4131151871478154,2.7068,TRUE,DOWN,NA,sig,0.3755,509.0964
-1.7828933919166081,2.8653,TRUE,DOWN,NA,sig,0.2906,733.3309
-0.7439555261735552,1.5894,FALSE,NO,NA,not,0.5971,38.8508
-0.38157338335406926,0.3481,FALSE,NO,NA,not,0.7676,2.2289
0.15484240686923262,0.3144,FALSE,NO,NA,not,1.1133,2.0625
0.13960046458551462,0.2815,FALSE,NO,NA,not,1.1016,1.9121
0.3495917425567518,0.2494,FALSE,NO,NA,not,1.2742,1.7758
-2.9094175236375577,0.7668,FALSE,NO,NA,not,0.1331,5.8452
-0.6718528859663687,1.1914,FALSE,NO,NA,not,0.6277,15.5382
-1.9367731980030187,2.9964,TRUE,DOWN,NA,sig,0.2612,991.745
-1.0743043386911122,2.8496,TRUE,DOWN,NA,sig,0.4749,707.294
-2.237863830098888,2.9988,TRUE,DOWN,PE 19:0_20:4,sig,0.212,997.2407
-2.3473987824034803,5.6162,TRUE,DOWN,PE 19:0_20:4.1,sig,0.1965,413237.7612
-2.104076998076231,2.6869,TRUE,DOWN,PE 19:0_22:6,sig,0.2326,486.2952
-0.06461568920175474,0.0954,FALSE,NO,NA,not,0.9562,1.2457
-0.20956157181479912,0.1792,FALSE,NO,NA,not,0.8648,1.5108
-2.2412704315421372,2.071,TRUE,DOWN,NA,sig,0.2115,117.7606
-4.061300186760664,2.0427,TRUE,DOWN,PE 20:0_20:4,sig,0.0599,110.3316
-0.5706786300585585,1.5873,FALSE,NO,NA,not,0.6733,38.6634
-3.117787378107137,2.1608,TRUE,DOWN,PE 20:0_22:6,sig,0.1152,144.8105
-0.6007742078790621,1.6214,FALSE,NO,NA,not,0.6594,41.8215
0.6650288676370387,1.7776,TRUE,UP,NA,sig,1.5856,59.9239
-1.4615611647492424,2.7669,TRUE,DOWN,PE 20:1_22:6,sig,0.3631,584.6554
0.3408470770504139,1.0434,FALSE,NO,NA,not,1.2665,11.051
-1.0685438590872878,3.566,TRUE,DOWN,NA,sig,0.4768,3681.2897
-0.20439927089869359,1.0404,FALSE,NO,NA,not,0.8679,10.9749
-0.9243989151759718,2.0036,TRUE,DOWN,NA,sig,0.5269,100.8324
-1.4250750219906556,4.3793,TRUE,DOWN,NA,sig,0.3724,23949.6957
-1.548353672116055,2.7422,TRUE,DOWN,NA,sig,0.3419,552.3317
-0.3293409185995973,0.5294,FALSE,NO,NA,not,0.7959,3.3838
1.5153087597418888,1.9582,TRUE,UP,NA,sig,2.8586,90.8239
-0.6769182104962673,1.1791,FALSE,NO,NA,not,0.6255,15.1043
-0.31473259348315835,0.641,FALSE,NO,NA,not,0.804,4.3752
-0.7074538120496614,1.4843,FALSE,NO,NA,not,0.61240000000000006,30.5
-0.4941090702700427,1.4455,FALSE,NO,NA,not,0.71,27.8933
0.14834844991564902,0.3064,FALSE,NO,NA,not,1.1083,2.0249
-0.7846320277965205,1.8823,TRUE,DOWN,NA,sig,0.5805,76.2606
-0.4033510403837441,1.4003,FALSE,NO,NA,not,0.7561,25.1362
0.3597460469054708,0.8467,FALSE,NO,NA,not,1.2832,7.0259
